ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10356,0.21978021978021983,0.06810722100656452,7,0.025456834111848903,2004-12-09,SHIPPED,4,12,2004,Vintage Cars,44,S24_2022,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Small
10367,0.2417582417582418,0.05073851203501095,12,0.027527320345247693,2005-01-12,RESOLVED,1,1,2005,Vintage Cars,44,S24_2022,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,EMEA,Young,Julie,Small
10380,0.23076923076923078,0.5671498905908096,5,0.10023917939336813,2005-02-16,SHIPPED,1,2,2005,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10391,0.19780219780219782,1.0,1,0.2617481344669049,2005-03-09,SHIPPED,1,3,2005,Vintage Cars,44,S24_2022,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10421,0.3736263736263737,0.2573851203501094,2,0.09895615436592461,2005-05-29,IN PROCESS,2,5,2005,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10103,0.3296703296703297,1.0,1,0.23514650381194457,2003-01-29,SHIPPED,1,1,2003,Trucks and Buses,127,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114,0.16483516483516486,1.0,5,0.17962056281050862,2003-04-01,SHIPPED,2,4,2003,Trucks and Buses,127,S24_2300,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,CA,75012,France,EMEA,Bertrand,Marie,Small
10126,0.23076923076923078,1.0,1,0.2156981972211663,2003-05-28,SHIPPED,2,5,2003,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,CA,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10140,0.4505494505494506,1.0,1,0.33991046029350025,2003-07-24,SHIPPED,3,7,2003,Trucks and Buses,127,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,EMEA,Hirano,Juri,Medium
10151,0.39560439560439564,1.0,8,0.3394443067878274,2003-09-21,SHIPPED,3,9,2003,Trucks and Buses,127,S24_2300,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,CA,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10165,0.28571428571428575,1.0,17,0.3073105957280046,2003-10-22,SHIPPED,4,10,2003,Trucks and Buses,127,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Medium
10175,0.2417582417582418,1.0,6,0.18291966498709256,2003-11-06,SHIPPED,4,11,2003,Trucks and Buses,127,S24_2300,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,CA,WX3 6FW,UK,EMEA,Brown,Ann,Small
10184,0.19780219780219782,1.0,11,0.22162069956847713,2003-11-14,SHIPPED,4,11,2003,Trucks and Buses,127,S24_2300,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,CA,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10194,0.4725274725274726,1.0,1,0.3881279378148283,2003-11-25,SHIPPED,4,11,2003,Trucks and Buses,127,S24_2300,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,CA,69004,France,EMEA,Saveley,Mary,Medium
10207,0.43956043956043966,1.0,12,0.4659263109832089,2003-12-09,SHIPPED,4,12,2003,Trucks and Buses,127,S24_2300,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,EMEA,Franco,Valarie,Medium
10217,0.2417582417582418,1.0,1,0.1960748992512869,2004-02-04,SHIPPED,1,2,2004,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Medium
10229,0.46153846153846156,1.0,6,0.38396564286906454,2004-03-11,SHIPPED,1,3,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10246,0.2527472527472528,1.0,10,0.2234059057384673,2004-05-05,SHIPPED,2,5,2004,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10259,0.4505494505494506,1.0,9,0.35318039478937435,2004-06-15,SHIPPED,2,6,2004,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,0.40659340659340665,1.0,10,0.3766667377415966,2004-07-20,SHIPPED,3,7,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10281,0.20879120879120883,1.0,6,0.1689159431116261,2004-08-19,SHIPPED,3,8,2004,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,EMEA,Yu,Kyung,Small
10291,0.46153846153846156,1.0,1,0.36144910508085265,2004-09-08,SHIPPED,3,9,2004,Trucks and Buses,127,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305,0.19780219780219782,1.0,10,0.19906886940128685,2004-10-13,SHIPPED,4,10,2004,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,EMEA,Hernandez,Marta,Medium
10313,0.39560439560439564,1.0,4,0.37495726313483085,2004-10-22,SHIPPED,4,10,2004,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,EMEA,Tannamuri,Yoshi,Medium
10324,0.27472527472527475,1.0,2,0.24545187847363403,2004-11-05,SHIPPED,4,11,2004,Trucks and Buses,127,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,EMEA,Frick,Michael,Medium
10334,0.39560439560439564,1.0,5,0.37100451668925133,2004-11-19,ON HOLD,4,11,2004,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,CA,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10348,0.3406593406593407,1.0,1,0.4043396391501301,2004-11-01,SHIPPED,4,11,2004,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,CA,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10358,0.38461538461538464,1.0,7,0.382519390588846,2004-12-10,SHIPPED,4,12,2004,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10371,0.15384615384615385,1.0,5,0.2181708695233397,2005-01-23,SHIPPED,1,1,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10382,0.15384615384615385,1.0,3,0.1597178668403836,2005-02-17,SHIPPED,1,2,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10425,0.4725274725274726,1.0,9,0.36971781537233095,2005-05-31,IN PROCESS,2,5,2005,Trucks and Buses,127,S24_2300,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,CA,44000,France,EMEA,Labrune,Janine,Medium
10108,0.3186813186813187,0.4375,15,0.11604722414410465,2003-03-03,SHIPPED,1,3,2003,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,CA,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10121,0.28571428571428575,0.6838074398249452,2,0.14543621748046234,2003-05-07,SHIPPED,2,5,2003,Motorcycles,69,S24_2360,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,CA,51100,France,EMEA,Henriot,Paul,Small
10135,0.2527472527472528,0.475382932166302,16,0.09598277143699538,2003-07-02,SHIPPED,3,7,2003,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10145,0.23076923076923078,0.46594638949671774,3,0.0855487266436139,2003-08-25,SHIPPED,3,8,2003,Motorcycles,69,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,EMEA,Young,Julie,Small
10159,0.23076923076923078,0.7311269146608315,11,0.12404168324060505,2003-10-10,SHIPPED,4,10,2003,Motorcycles,69,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,28034,USA,EMEA,Brown,Julie,Small
10169,0.3516483516483517,0.6459245076586433,11,0.1716128690718913,2003-11-04,SHIPPED,4,11,2003,Motorcycles,69,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10180,0.3186813186813187,0.6174781181619257,6,0.14991320280545004,2003-11-11,SHIPPED,4,11,2003,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,CA,59000,France,EMEA,Rance,Martine,Small
10190,0.39560439560439564,0.674370897155361,3,0.19983206709669452,2003-11-19,SHIPPED,4,11,2003,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10211,0.16483516483516486,0.5038293216630196,11,0.06293734058689754,2004-01-15,SHIPPED,1,1,2004,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,CA,75016,France,EMEA,Perrier,Dominique,Small
10224,0.3406593406593407,0.7311269146608315,4,0.18311230255568292,2004-02-21,SHIPPED,1,2,2004,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,CA,59000,France,EMEA,Rance,Martine,Small
10237,0.21978021978021983,0.7216903719912473,4,0.11681556864478002,2004-04-05,SHIPPED,2,4,2004,Motorcycles,69,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,EMEA,Frick,Michael,Small
10252,0.4505494505494506,0.5322757111597374,8,0.19193686781607083,2004-05-26,SHIPPED,2,5,2004,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,CA,75016,France,EMEA,Perrier,Dominique,Medium
10264,0.3406593406593407,0.5227024070021881,6,0.14165258035082093,2004-06-30,SHIPPED,2,6,2004,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,EMEA,Yoshido,Juri,Small
10276,0.43956043956043966,0.6647975929978118,12,0.21987225629325613,2004-08-02,SHIPPED,3,8,2004,Motorcycles,69,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,EMEA,Barajas,Miguel,Medium
10285,0.3516483516483517,0.44693654266958427,3,0.13096046003616,2004-08-27,SHIPPED,3,8,2004,Motorcycles,69,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,EMEA,Hernandez,Marta,Small
10299,0.29670329670329676,0.5417122538293215,6,0.12587909272116743,2004-09-30,SHIPPED,3,9,2004,Motorcycles,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,CA,21240,Finland,EMEA,Karttunen,Matti,Small
10309,0.19780219780219782,0.399617067833698,2,0.06354613412427476,2004-10-15,SHIPPED,4,10,2004,Motorcycles,69,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,CA,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10319,0.27472527472527475,0.750136761487965,7,0.15083815723784197,2004-11-03,SHIPPED,4,11,2004,Motorcycles,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,EMEA,Kuo,Kee,Small
10330,0.39560439560439564,0.7405634573304158,1,0.21477838959404205,2004-11-16,SHIPPED,4,11,2004,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,CA,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10341,0.28571428571428575,1.0,6,0.20771550225099203,2004-11-24,SHIPPED,4,11,2004,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium
10355,0.38461538461538464,0.5986050328227572,3,0.17752948935603907,2004-12-07,SHIPPED,4,12,2004,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10363,0.40659340659340665,0.4697757111597374,14,0.15813632710741454,2005-01-06,SHIPPED,1,1,2005,Motorcycles,69,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10375,0.15384615384615385,1.0,14,0.11498477648527608,2005-02-03,SHIPPED,1,2,2005,Motorcycles,69,S24_2360,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,CA,44000,France,EMEA,Labrune,Janine,Small
10390,0.3186813186813187,0.5231126914660831,4,0.1321567246319483,2005-03-04,SHIPPED,1,3,2005,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10403,0.23076923076923078,0.7216903719912473,4,0.12267189778150636,2005-04-08,SHIPPED,2,4,2005,Motorcycles,69,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10110,0.40659340659340665,0.7011761487964989,11,0.211630750543907,2003-03-18,SHIPPED,1,3,2003,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,CA,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10124,0.28571428571428575,0.62664113785558,10,0.1356014078718181,2003-05-21,SHIPPED,2,5,2003,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,EMEA,King,Sue,Small
10148,0.16483516483516486,0.6389496717724288,4,0.07819247140030602,2003-09-11,SHIPPED,3,9,2003,Classic Cars,90,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10161,0.15384615384615385,1.0,3,0.1222344193337534,2003-10-17,SHIPPED,4,10,2003,Classic Cars,90,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Small
10172,0.17582417582417587,0.651394967177243,1,0.08507595581688254,2003-11-05,SHIPPED,4,11,2003,Classic Cars,90,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,EMEA,King,Julie,Small
10182,0.3296703296703297,0.6389496717724288,14,0.1593649430505997,2003-11-12,SHIPPED,4,11,2003,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10192,0.43956043956043966,0.7757111597374178,2,0.2473017873384179,2003-11-20,SHIPPED,4,11,2003,Classic Cars,90,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,EMEA,Young,Valarie,Medium
10204,0.4505494505494506,0.9496717724288839,8,0.2974052013614035,2003-12-02,SHIPPED,4,12,2003,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,EMEA,Young,Jeff,Medium
10212,0.4285714285714286,0.8378008752735229,1,0.25617635013569184,2004-01-16,SHIPPED,1,1,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10227,0.4505494505494506,0.8378008752735229,14,0.26913747631550505,2004-03-02,SHIPPED,1,3,2004,Classic Cars,90,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,CA,69004,France,EMEA,Saveley,Mary,Medium
10241,0.4505494505494506,0.9247811816192559,6,0.29111580532429654,2004-04-13,SHIPPED,2,4,2004,Classic Cars,90,S24_2766,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,CA,67000,France,EMEA,Citeaux,Frederique,Medium
10267,0.3516483516483517,0.8254923413566739,3,0.20829782650413545,2004-07-07,SHIPPED,3,7,2004,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,EMEA,Young,Jeff,Medium
10279,0.4725274725274726,0.7260667396061269,3,0.2526640231694468,2004-08-09,SHIPPED,3,8,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10288,0.3186813186813187,0.738375273522976,9,0.17266208208860298,2004-09-01,SHIPPED,3,9,2004,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Small
10302,0.4725274725274726,1.0,5,0.35415387624286154,2003-10-06,SHIPPED,4,10,2003,Classic Cars,90,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10311,0.2417582417582418,0.912472647702407,4,0.1572474003118964,2004-10-16,SHIPPED,4,10,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10321,0.2637362637362638,0.62664113785558,1,0.12491075807294788,2004-11-04,SHIPPED,4,11,2004,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,EMEA,Benitez,Violeta,Small
10332,0.3626373626373627,0.8183807439824946,7,0.21322111337162067,2004-11-17,SHIPPED,4,11,2004,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,CA,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10346,0.20879120879120883,1.0,1,0.1760663261442267,2004-11-29,SHIPPED,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,EMEA,King,Sue,Small
10368,0.3736263736263737,1.0,2,0.26653613388163966,2005-01-19,SHIPPED,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10380,0.3296703296703297,0.1452407002188184,6,0.06381082696661267,2005-02-16,SHIPPED,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10420,0.3626373626373627,1.0,9,0.25379632032833677,2005-05-29,IN PROCESS,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10104,0.41758241758241765,0.17396061269146612,10,0.09266234678144533,2003-01-31,SHIPPED,1,1,2003,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10114,0.19780219780219782,0.043490153172866475,1,0.017595456694412856,2003-04-01,SHIPPED,2,4,2003,Classic Cars,35,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,CA,75012,France,EMEA,Bertrand,Marie,Small
10127,0.3626373626373627,0.15467724288840257,12,0.07406105728614842,2003-06-03,SHIPPED,2,6,2003,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,EMEA,Young,Jeff,Small
10141,0.16483516483516486,0.21266411378555794,6,0.030064695342214752,2003-08-01,SHIPPED,3,8,2003,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,CA,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10151,0.2637362637362638,0.18367067833698036,4,0.05346574837857252,2003-09-21,SHIPPED,3,9,2003,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,CA,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10165,0.23076923076923078,0.06756017505470457,13,0.02771995791383807,2003-10-22,SHIPPED,4,10,2003,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Small
10175,0.3406593406593407,0.057986870897155374,2,0.04921154619588595,2003-11-06,SHIPPED,4,11,2003,Classic Cars,35,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,CA,WX3 6FW,UK,EMEA,Brown,Ann,Small
10184,0.39560439560439564,0.06756017505470457,7,0.06281381726047319,2003-11-14,SHIPPED,4,11,2003,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,CA,41101,Spain,EMEA,Roel,Jose Pedro,Small
10195,0.28571428571428575,0.019283369803063444,7,0.031112437843135672,2003-11-25,SHIPPED,4,11,2003,Classic Cars,35,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,EMEA,Frick,Steve,Small
10207,0.39560439560439564,0.03856673960612689,8,0.056267080959982126,2003-12-09,SHIPPED,4,12,2003,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,EMEA,Franco,Valarie,Small
10219,0.16483516483516486,0.18367067833698036,3,0.026791327191969222,2004-02-10,SHIPPED,1,2,2004,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,EMEA,Taylor,Sue,Small
10229,0.29670329670329676,0.08205689277899347,2,0.04432943377054218,2004-03-11,SHIPPED,1,3,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10246,0.4725274725274726,0.12568380743982493,6,0.0945026972935892,2004-05-05,SHIPPED,2,5,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10259,0.27472527472527475,0.08698030634573306,5,0.040314925661750496,2004-06-15,SHIPPED,2,6,2004,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,CA,69045,Singapore,APAC,Victorino,Wendy,Small
10271,0.3516483516483517,0.2029540481400437,6,0.0811158567923492,2004-07-20,SHIPPED,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10281,0.15384615384615385,0.18845733041575485,2,0.024342183142448133,2004-08-19,SHIPPED,3,8,2004,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,EMEA,Yu,Kyung,Small
10292,0.3626373626373627,0.043490153172866475,9,0.0507482351972366,2004-09-08,SHIPPED,3,9,2004,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,EMEA,Yu,Kwai,Small
10305,0.46153846153846156,0.06277352297592997,6,0.07561612773488366,2004-10-13,SHIPPED,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,EMEA,Hernandez,Marta,Small
10314,0.3626373626373627,0.14018052516411383,15,0.07102150114663469,2004-10-22,SHIPPED,4,10,2004,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,CA,8200,Denmark,EMEA,Ibsen,Palle,Small
10324,0.2637362637362638,1.0,9,0.2099874491477258,2004-11-05,SHIPPED,4,11,2004,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,EMEA,Frick,Michael,Medium
10335,0.29670329670329676,0.14018052516411383,2,0.0546414257532901,2004-11-19,SHIPPED,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Small
10349,0.3296703296703297,0.14018052516411383,3,0.0628314634499624,2004-12-01,SHIPPED,4,12,2004,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,EMEA,Young,Jeff,Small
10358,0.3296703296703297,0.7666849015317285,4,0.1840872545249609,2004-12-10,SHIPPED,4,12,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
10371,0.4285714285714286,1.0,8,0.37231033471145175,2005-01-23,SHIPPED,1,1,2005,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium
10383,0.3736263736263737,1.0,3,0.41229365906238447,2005-02-22,SHIPPED,1,2,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium
10394,0.43956043956043966,0.1643873085339168,6,0.09611805888974587,2005-03-15,SHIPPED,1,3,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small
